layer,benchmark,model,score,error,neurons
encoder.albert_layer_groups.10,Fedorenko2016v3-encoding,albert-xxlarge-v1-untrained,0.905737627,0.179513945,4096.0
encoder.albert_layer_groups.11,Fedorenko2016v3-encoding,albert-xxlarge-v1-untrained,0.879792627,0.410797047,4096.0
embeddings,Fedorenko2016v3-encoding,albert-xxlarge-v2,0.539680737,0.17526379,4096.0
encoder.albert_layer_groups.0,Fedorenko2016v3-encoding,albert-xxlarge-v2,0.029441285,0.079276906,4096.0
encoder.albert_layer_groups.1,Fedorenko2016v3-encoding,albert-xxlarge-v2,0.074003462,0.039813227,4096.0
encoder.albert_layer_groups.2,Fedorenko2016v3-encoding,albert-xxlarge-v2,0.010025153,0.037471585,4096.0
encoder.albert_layer_groups.3,Fedorenko2016v3-encoding,albert-xxlarge-v2,-0.001318784,0.040754255,4096.0
encoder.albert_layer_groups.4,Fedorenko2016v3-encoding,albert-xxlarge-v2,-0.068939299,0.055594583,4096.0
encoder.albert_layer_groups.5,Fedorenko2016v3-encoding,albert-xxlarge-v2,0.015203088,0.094658544,4096.0
encoder.albert_layer_groups.6,Fedorenko2016v3-encoding,albert-xxlarge-v2,-0.081257412,0.069937119,4096.0
encoder.albert_layer_groups.7,Fedorenko2016v3-encoding,albert-xxlarge-v2,0.057448878,0.085739764,4096.0
encoder.albert_layer_groups.8,Fedorenko2016v3-encoding,albert-xxlarge-v2,0.031979255,0.047316699,4096.0
encoder.albert_layer_groups.9,Fedorenko2016v3-encoding,albert-xxlarge-v2,0.080483753,0.200429499,4096.0
encoder.albert_layer_groups.10,Fedorenko2016v3-encoding,albert-xxlarge-v2,0.040565773,0.110689667,4096.0
encoder.albert_layer_groups.11,Fedorenko2016v3-encoding,albert-xxlarge-v2,0.054070775,0.075929991,4096.0
embeddings,Fedorenko2016v3-encoding,albert-xxlarge-v2-untrained,0.183479865,0.128262513,4096.0
encoder.albert_layer_groups.0,Fedorenko2016v3-encoding,albert-xxlarge-v2-untrained,0.037348937,0.08871542,4096.0
encoder.albert_layer_groups.1,Fedorenko2016v3-encoding,albert-xxlarge-v2-untrained,0.052471407,0.088518991,4096.0
encoder.albert_layer_groups.2,Fedorenko2016v3-encoding,albert-xxlarge-v2-untrained,0.007649248,0.07651099,4096.0
encoder.albert_layer_groups.3,Fedorenko2016v3-encoding,albert-xxlarge-v2-untrained,-0.028637058,0.070561379,4096.0
encoder.albert_layer_groups.4,Fedorenko2016v3-encoding,albert-xxlarge-v2-untrained,0.964670795,0.318892032,4096.0
encoder.albert_layer_groups.5,Fedorenko2016v3-encoding,albert-xxlarge-v2-untrained,0.749922693,0.131133341,4096.0
encoder.albert_layer_groups.6,Fedorenko2016v3-encoding,albert-xxlarge-v2-untrained,1.607411671,0.226942635,4096.0
encoder.albert_layer_groups.7,Fedorenko2016v3-encoding,albert-xxlarge-v2-untrained,0.895412938,0.056865238,4096.0
encoder.albert_layer_groups.8,Fedorenko2016v3-encoding,albert-xxlarge-v2-untrained,0.68747839,0.050163483,4096.0
encoder.albert_layer_groups.9,Fedorenko2016v3-encoding,albert-xxlarge-v2-untrained,1.258160457,0.308255687,4096.0
encoder.albert_layer_groups.10,Fedorenko2016v3-encoding,albert-xxlarge-v2-untrained,1.062208315,0.2203186,4096.0
encoder.albert_layer_groups.11,Fedorenko2016v3-encoding,albert-xxlarge-v2-untrained,1.031259943,0.247598991,4096.0
drop,Fedorenko2016v3-encoding,openaigpt,0.057310011,0.076880491,768.0
encoder.h.0.ln_2,Fedorenko2016v3-encoding,openaigpt,-0.031183241,0.088502857,768.0
encoder.h.1.ln_2,Fedorenko2016v3-encoding,openaigpt,-0.003980457,0.051223722,768.0
encoder.h.2.ln_2,Fedorenko2016v3-encoding,openaigpt,0.02135102,0.178145169,768.0
encoder.h.3.ln_2,Fedorenko2016v3-encoding,openaigpt,-0.00708629,0.057472045,768.0
encoder.h.4.ln_2,Fedorenko2016v3-encoding,openaigpt,-0.022359975,0.06904684,768.0
encoder.h.5.ln_2,Fedorenko2016v3-encoding,openaigpt,0.043761242,0.09207889,768.0
encoder.h.6.ln_2,Fedorenko2016v3-encoding,openaigpt,0.005227497,0.023490772,768.0
encoder.h.7.ln_2,Fedorenko2016v3-encoding,openaigpt,-0.031954958,0.17558138,768.0
encoder.h.8.ln_2,Fedorenko2016v3-encoding,openaigpt,0.029509536,0.109898718,768.0
encoder.h.9.ln_2,Fedorenko2016v3-encoding,openaigpt,0.08593646,0.068130906,768.0
encoder.h.10.ln_2,Fedorenko2016v3-encoding,openaigpt,0.037607768,0.135220975,768.0
encoder.h.11.ln_2,Fedorenko2016v3-encoding,openaigpt,0.001984788,0.093173875,768.0
drop,Fedorenko2016v3-encoding,openaigpt-untrained,-0.111318663,0.045132078,768.0
encoder.h.0.ln_2,Fedorenko2016v3-encoding,openaigpt-untrained,0.040877263,0.039566592,768.0
encoder.h.1.ln_2,Fedorenko2016v3-encoding,openaigpt-untrained,0.040320439,0.018920981,768.0
encoder.h.2.ln_2,Fedorenko2016v3-encoding,openaigpt-untrained,0.107263033,0.178104591,768.0
encoder.h.3.ln_2,Fedorenko2016v3-encoding,openaigpt-untrained,-0.040014443,0.210976038,768.0
encoder.h.4.ln_2,Fedorenko2016v3-encoding,openaigpt-untrained,0.051212843,0.120616565,768.0
encoder.h.5.ln_2,Fedorenko2016v3-encoding,openaigpt-untrained,0.064984084,0.074467458,768.0
encoder.h.6.ln_2,Fedorenko2016v3-encoding,openaigpt-untrained,0.022281504,0.065492997,768.0
encoder.h.7.ln_2,Fedorenko2016v3-encoding,openaigpt-untrained,-0.009277007,0.078463308,768.0
encoder.h.8.ln_2,Fedorenko2016v3-encoding,openaigpt-untrained,0.012900936,0.008128677,768.0
encoder.h.9.ln_2,Fedorenko2016v3-encoding,openaigpt-untrained,0.025028893,0.079446533,768.0
encoder.h.10.ln_2,Fedorenko2016v3-encoding,openaigpt-untrained,0.017234387,0.041102701,768.0
encoder.h.11.ln_2,Fedorenko2016v3-encoding,openaigpt-untrained,0.04690314,0.050821166,768.0
drop,Fedorenko2016v3-encoding,distilgpt2,-0.020589181,0.063082914,768.0
encoder.h.0,Fedorenko2016v3-encoding,distilgpt2,0.208372207,0.205042329,768.0
encoder.h.1,Fedorenko2016v3-encoding,distilgpt2,0.278095891,0.123826394,768.0
encoder.h.2,Fedorenko2016v3-encoding,distilgpt2,0.396716014,0.114018412,768.0
encoder.h.3,Fedorenko2016v3-encoding,distilgpt2,0.23859458,0.071837796,768.0
encoder.h.4,Fedorenko2016v3-encoding,distilgpt2,0.304576073,0.048760027,768.0
encoder.h.5,Fedorenko2016v3-encoding,distilgpt2,0.042288474,0.132862285,768.0
drop,Fedorenko2016v3-encoding,distilgpt2-untrained,-0.106005225,0.191909641,768.0
encoder.h.0,Fedorenko2016v3-encoding,distilgpt2-untrained,0.055714928,0.03412055,768.0
encoder.h.1,Fedorenko2016v3-encoding,distilgpt2-untrained,0.127558052,0.140914433,768.0
encoder.h.2,Fedorenko2016v3-encoding,distilgpt2-untrained,0.145038593,0.06230514,768.0
encoder.h.3,Fedorenko2016v3-encoding,distilgpt2-untrained,0.039913335,0.101161283,768.0
encoder.h.4,Fedorenko2016v3-encoding,distilgpt2-untrained,-0.007119785,0.046894848,768.0
encoder.h.5,Fedorenko2016v3-encoding,distilgpt2-untrained,0.063881454,0.109469833,768.0
drop,Fedorenko2016v3-encoding,gpt2,-0.018892011,0.073297298,768.0
encoder.h.0,Fedorenko2016v3-encoding,gpt2,0.195673761,0.084610065,768.0
encoder.h.1,Fedorenko2016v3-encoding,gpt2,0.252718624,0.115715532,768.0
encoder.h.2,Fedorenko2016v3-encoding,gpt2,0.255986304,0.069033521,768.0
encoder.h.3,Fedorenko2016v3-encoding,gpt2,0.20246036,0.123511959,768.0
encoder.h.4,Fedorenko2016v3-encoding,gpt2,0.277824705,0.11230249,768.0
encoder.h.5,Fedorenko2016v3-encoding,gpt2,0.456207424,0.056190696,768.0
encoder.h.6,Fedorenko2016v3-encoding,gpt2,0.589003278,0.168818021,768.0
encoder.h.7,Fedorenko2016v3-encoding,gpt2,0.741267894,0.546835361,768.0
encoder.h.8,Fedorenko2016v3-encoding,gpt2,0.58360518,0.454663762,768.0
encoder.h.9,Fedorenko2016v3-encoding,gpt2,0.277122788,0.146223929,768.0
encoder.h.10,Fedorenko2016v3-encoding,gpt2,0.435944894,0.205369109,768.0
encoder.h.11,Fedorenko2016v3-encoding,gpt2,0.323560172,0.169997205,768.0
drop,Fedorenko2016v3-encoding,gpt2-untrained,-0.076369408,0.047615709,768.0
encoder.h.0,Fedorenko2016v3-encoding,gpt2-untrained,0.176821784,0.084032588,768.0
encoder.h.1,Fedorenko2016v3-encoding,gpt2-untrained,0.060666615,0.05753003,768.0
encoder.h.2,Fedorenko2016v3-encoding,gpt2-untrained,0.069570345,0.066319759,768.0
encoder.h.3,Fedorenko2016v3-encoding,gpt2-untrained,0.044076478,0.149894962,768.0
encoder.h.4,Fedorenko2016v3-encoding,gpt2-untrained,0.209590462,0.151260896,768.0
encoder.h.5,Fedorenko2016v3-encoding,gpt2-untrained,-0.024471639,0.062646979,768.0
encoder.h.6,Fedorenko2016v3-encoding,gpt2-untrained,0.042423131,0.056893793,768.0
encoder.h.7,Fedorenko2016v3-encoding,gpt2-untrained,-0.006093074,0.123035903,768.0
encoder.h.8,Fedorenko2016v3-encoding,gpt2-untrained,0.082160662,0.05479489,768.0
encoder.h.9,Fedorenko2016v3-encoding,gpt2-untrained,0.059531272,0.100771721,768.0
encoder.h.10,Fedorenko2016v3-encoding,gpt2-untrained,-0.056845691,0.055950379,768.0
encoder.h.11,Fedorenko2016v3-encoding,gpt2-untrained,-0.017154409,0.049822191,768.0
drop,Fedorenko2016v3-encoding,gpt2-medium,0.004029183,0.049194112,1024.0
encoder.h.0,Fedorenko2016v3-encoding,gpt2-medium,0.060737677,0.0574123,1024.0
encoder.h.1,Fedorenko2016v3-encoding,gpt2-medium,0.183082204,0.229822272,1024.0
encoder.h.2,Fedorenko2016v3-encoding,gpt2-medium,0.208679652,0.24456773,1024.0
encoder.h.3,Fedorenko2016v3-encoding,gpt2-medium,0.127009263,0.065635591,1024.0
encoder.h.4,Fedorenko2016v3-encoding,gpt2-medium,0.326704463,0.180539358,1024.0
encoder.h.5,Fedorenko2016v3-encoding,gpt2-medium,0.416161184,0.181871239,1024.0
encoder.h.6,Fedorenko2016v3-encoding,gpt2-medium,0.581477165,0.123070727,1024.0
encoder.h.7,Fedorenko2016v3-encoding,gpt2-medium,0.529143305,0.028869822,1024.0
encoder.h.8,Fedorenko2016v3-encoding,gpt2-medium,0.588859916,0.225820632,1024.0
encoder.h.9,Fedorenko2016v3-encoding,gpt2-medium,0.580278534,0.326688708,1024.0
encoder.h.10,Fedorenko2016v3-encoding,gpt2-medium,0.385833212,0.147443466,1024.0
encoder.h.11,Fedorenko2016v3-encoding,gpt2-medium,0.658679487,0.33820838,1024.0
encoder.h.12,Fedorenko2016v3-encoding,gpt2-medium,0.588092151,0.172639365,1024.0
encoder.h.13,Fedorenko2016v3-encoding,gpt2-medium,0.598017716,0.124544781,1024.0
encoder.h.14,Fedorenko2016v3-encoding,gpt2-medium,0.795911052,0.083975796,1024.0
encoder.h.15,Fedorenko2016v3-encoding,gpt2-medium,0.640393559,0.191661221,1024.0
encoder.h.16,Fedorenko2016v3-encoding,gpt2-medium,0.595337575,0.209736264,1024.0
encoder.h.17,Fedorenko2016v3-encoding,gpt2-medium,0.623185207,0.328172025,1024.0
encoder.h.18,Fedorenko2016v3-encoding,gpt2-medium,0.456746242,0.336579166,1024.0
encoder.h.19,Fedorenko2016v3-encoding,gpt2-medium,0.459265818,0.207440436,1024.0
encoder.h.20,Fedorenko2016v3-encoding,gpt2-medium,0.59185708,0.053442952,1024.0
encoder.h.21,Fedorenko2016v3-encoding,gpt2-medium,0.455456291,0.113461728,1024.0
encoder.h.22,Fedorenko2016v3-encoding,gpt2-medium,0.296495513,0.169358451,1024.0
encoder.h.23,Fedorenko2016v3-encoding,gpt2-medium,0.321691739,0.209689192,1024.0
drop,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.078162783,0.032440104,1024.0
encoder.h.0,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.041845285,0.028874529,1024.0
encoder.h.1,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.016926188,0.053735712,1024.0
encoder.h.2,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.000298435,0.030524104,1024.0
encoder.h.3,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.040727248,0.063529926,1024.0
encoder.h.4,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.02222641,0.029360777,1024.0
encoder.h.5,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.039337874,0.024589,1024.0
encoder.h.6,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.017542062,0.096165804,1024.0
encoder.h.7,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.068621664,0.010852218,1024.0
encoder.h.8,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.027016144,0.011657125,1024.0
encoder.h.9,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.085384089,0.1521644,1024.0
encoder.h.10,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.054726447,0.11232661,1024.0
encoder.h.11,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.006863646,0.043537803,1024.0
encoder.h.12,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.077791651,0.084529173,1024.0
encoder.h.13,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.00262578,0.066039209,1024.0
encoder.h.14,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.038605009,0.034844789,1024.0
encoder.h.15,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.007302154,0.023508707,1024.0
encoder.h.16,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.010637845,0.052594309,1024.0
encoder.h.17,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.075319107,0.021552378,1024.0
encoder.h.18,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.017472931,0.151847645,1024.0
encoder.h.19,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.023732933,0.053837373,1024.0
encoder.h.20,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.038220359,0.049485993,1024.0
encoder.h.21,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.007089218,0.039801989,1024.0
encoder.h.22,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.040472294,0.09932909,1024.0
encoder.h.23,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.015888666,0.045136569,1024.0
drop,Fedorenko2016v3-encoding,gpt2-large,0.00279812,0.120388701,1280.0
encoder.h.0,Fedorenko2016v3-encoding,gpt2-large,0.054452811,0.068571238,1280.0
encoder.h.1,Fedorenko2016v3-encoding,gpt2-large,0.055696255,0.119794817,1280.0
encoder.h.2,Fedorenko2016v3-encoding,gpt2-large,0.015101742,0.033627838,1280.0
encoder.h.3,Fedorenko2016v3-encoding,gpt2-large,0.007469049,0.082402142,1280.0
encoder.h.4,Fedorenko2016v3-encoding,gpt2-large,0.060492105,0.127877548,1280.0
encoder.h.5,Fedorenko2016v3-encoding,gpt2-large,0.105832095,0.03089413,1280.0
encoder.h.6,Fedorenko2016v3-encoding,gpt2-large,0.150874642,0.15537012,1280.0
encoder.h.7,Fedorenko2016v3-encoding,gpt2-large,0.244977364,0.223700798,1280.0
encoder.h.8,Fedorenko2016v3-encoding,gpt2-large,0.110892186,0.103452083,1280.0
encoder.h.9,Fedorenko2016v3-encoding,gpt2-large,0.456501295,0.214370697,1280.0
encoder.h.10,Fedorenko2016v3-encoding,gpt2-large,0.49936949,0.207810664,1280.0
encoder.h.11,Fedorenko2016v3-encoding,gpt2-large,0.539588454,0.338457436,1280.0
encoder.h.12,Fedorenko2016v3-encoding,gpt2-large,0.350742265,0.071075057,1280.0
encoder.h.13,Fedorenko2016v3-encoding,gpt2-large,0.171765319,0.111244376,1280.0
encoder.h.14,Fedorenko2016v3-encoding,gpt2-large,0.644610076,0.282483264,1280.0
encoder.h.15,Fedorenko2016v3-encoding,gpt2-large,0.508702324,0.293792923,1280.0
encoder.h.16,Fedorenko2016v3-encoding,gpt2-large,0.582147565,0.248441739,1280.0
encoder.h.17,Fedorenko2016v3-encoding,gpt2-large,0.392575206,0.16551177,1280.0
encoder.h.18,Fedorenko2016v3-encoding,gpt2-large,0.517163177,0.330143396,1280.0
encoder.h.19,Fedorenko2016v3-encoding,gpt2-large,0.23378753,0.178522359,1280.0
encoder.h.20,Fedorenko2016v3-encoding,gpt2-large,0.655450631,0.28954302,1280.0
encoder.h.21,Fedorenko2016v3-encoding,gpt2-large,0.500135037,0.196050076,1280.0
encoder.h.22,Fedorenko2016v3-encoding,gpt2-large,0.2005083,0.22282441,1280.0
encoder.h.23,Fedorenko2016v3-encoding,gpt2-large,0.701450385,0.224401666,1280.0
encoder.h.24,Fedorenko2016v3-encoding,gpt2-large,0.190236661,0.09160456,1280.0
encoder.h.25,Fedorenko2016v3-encoding,gpt2-large,0.262585412,0.236809114,1280.0
encoder.h.26,Fedorenko2016v3-encoding,gpt2-large,0.317346557,0.1744068,1280.0
encoder.h.27,Fedorenko2016v3-encoding,gpt2-large,0.639010653,0.293200818,1280.0
encoder.h.28,Fedorenko2016v3-encoding,gpt2-large,0.919001941,0.468355738,1280.0
encoder.h.29,Fedorenko2016v3-encoding,gpt2-large,0.564024169,0.259393168,1280.0
encoder.h.30,Fedorenko2016v3-encoding,gpt2-large,0.581643267,0.18818334,1280.0
encoder.h.31,Fedorenko2016v3-encoding,gpt2-large,0.665285616,0.332508481,1280.0
encoder.h.32,Fedorenko2016v3-encoding,gpt2-large,0.220515477,0.121450919,1280.0
encoder.h.33,Fedorenko2016v3-encoding,gpt2-large,0.163856076,0.084428521,1280.0
encoder.h.34,Fedorenko2016v3-encoding,gpt2-large,-0.050397051,0.303227324,1280.0
encoder.h.35,Fedorenko2016v3-encoding,gpt2-large,-0.036052641,0.188077126,1280.0
drop,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.05257195,0.142123842,1280.0
encoder.h.0,Fedorenko2016v3-encoding,gpt2-large-untrained,0.006899843,0.030693199,1280.0
encoder.h.1,Fedorenko2016v3-encoding,gpt2-large-untrained,0.033501843,0.02092722,1280.0
encoder.h.2,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.041578593,0.027171791,1280.0
encoder.h.3,Fedorenko2016v3-encoding,gpt2-large-untrained,0.032043712,0.068057008,1280.0
encoder.h.4,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.035079222,0.239827042,1280.0
encoder.h.5,Fedorenko2016v3-encoding,gpt2-large-untrained,0.051749571,0.064827744,1280.0
encoder.h.6,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.01991769,0.042544804,1280.0
encoder.h.7,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.006714645,0.333654968,1280.0
encoder.h.8,Fedorenko2016v3-encoding,gpt2-large-untrained,0.072796675,0.080512115,1280.0
encoder.h.9,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.032795138,0.064059105,1280.0
encoder.h.10,Fedorenko2016v3-encoding,gpt2-large-untrained,0.077276129,0.116393296,1280.0
encoder.h.11,Fedorenko2016v3-encoding,gpt2-large-untrained,0.031259784,0.023372442,1280.0
encoder.h.12,Fedorenko2016v3-encoding,gpt2-large-untrained,0.0055794,0.053167814,1280.0
encoder.h.13,Fedorenko2016v3-encoding,gpt2-large-untrained,0.044457304,0.102118732,1280.0
encoder.h.14,Fedorenko2016v3-encoding,gpt2-large-untrained,0.055499931,0.123283818,1280.0
encoder.h.15,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.02273794,0.030708318,1280.0
encoder.h.16,Fedorenko2016v3-encoding,gpt2-large-untrained,0.136265379,0.064049418,1280.0
encoder.h.17,Fedorenko2016v3-encoding,gpt2-large-untrained,0.051467486,0.062902909,1280.0
encoder.h.18,Fedorenko2016v3-encoding,gpt2-large-untrained,0.009545702,0.100448606,1280.0
encoder.h.19,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.062430551,0.046120212,1280.0
encoder.h.20,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.067872997,0.149162906,1280.0
encoder.h.21,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.052556651,0.066301229,1280.0
encoder.h.22,Fedorenko2016v3-encoding,gpt2-large-untrained,0.009918632,0.040724434,1280.0
encoder.h.23,Fedorenko2016v3-encoding,gpt2-large-untrained,0.107922337,0.097123754,1280.0
encoder.h.24,Fedorenko2016v3-encoding,gpt2-large-untrained,0.136750247,0.07485879,1280.0
encoder.h.25,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.052448449,0.062402334,1280.0
encoder.h.26,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.022795241,0.108083115,1280.0
encoder.h.27,Fedorenko2016v3-encoding,gpt2-large-untrained,0.123482975,0.094259451,1280.0
encoder.h.28,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.039933456,0.134747097,1280.0
encoder.h.29,Fedorenko2016v3-encoding,gpt2-large-untrained,0.04674117,0.060132024,1280.0
encoder.h.30,Fedorenko2016v3-encoding,gpt2-large-untrained,0.121203951,0.129403098,1280.0
encoder.h.31,Fedorenko2016v3-encoding,gpt2-large-untrained,0.009922332,0.048118128,1280.0
encoder.h.32,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.098285753,0.018112559,1280.0
encoder.h.33,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.008091273,0.099047714,1280.0
encoder.h.34,Fedorenko2016v3-encoding,gpt2-large-untrained,0.044795082,0.049905741,1280.0
encoder.h.35,Fedorenko2016v3-encoding,gpt2-large-untrained,0.066828631,0.124674441,1280.0
drop,Fedorenko2016v3-encoding,gpt2-xl,0.002360934,0.164475787,1600.0
encoder.h.0,Fedorenko2016v3-encoding,gpt2-xl,0.009197726,0.028477758,1600.0
encoder.h.1,Fedorenko2016v3-encoding,gpt2-xl,0.019941366,0.122469875,1600.0
encoder.h.2,Fedorenko2016v3-encoding,gpt2-xl,-0.001961453,0.170309959,1600.0
encoder.h.3,Fedorenko2016v3-encoding,gpt2-xl,0.036261896,0.054538791,1600.0
encoder.h.4,Fedorenko2016v3-encoding,gpt2-xl,0.056043296,0.079424689,1600.0
encoder.h.5,Fedorenko2016v3-encoding,gpt2-xl,0.053572779,0.065337824,1600.0
encoder.h.6,Fedorenko2016v3-encoding,gpt2-xl,0.089958917,0.062681509,1600.0
